"fish_table_id","anem_table_id","fish_obs_time","fish_spp","size","color","sex","fin_id","sample_id","tag_id","recap","fish_notes","fish_collector","fish_correction","fish_corr_date","fish_corr_editor","fish_corr_message"
1474,1409,NULL,"APCL",4.3,"YR","J",483,"APCL13_483",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1436,1382,NULL,"APCL",10.4,"YP","F",461,"APCL13_461",NULL,NULL,"fish were not close to any visible anem","MLP",NULL,NULL,NULL,NULL
1429,1378,NULL,"APCL",4.8,"YR","J",457,"APCL13_457",NULL,NULL,"this is the anem we saw at the end of the last dive (entered it in the spreadsheet on this dive, not the previous one)","MLP",NULL,NULL,NULL,NULL
1427,1377,NULL,"APCL",2.5,"YR","J",455,"APCL13_455",NULL,NULL,"this seems to be the same anemone as the one we collected from at the end of the last dive (determined 2014/10/29)","MLP",NULL,NULL,NULL,NULL
1425,1375,NULL,"APCL",2.5,"W","J",454,"APCL13_454",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1423,1374,NULL,"APCL",4.7,"Y","J",452,"APCL13_452",NULL,NULL,"on sand/mud a few feet from the reef","MLP",NULL,NULL,NULL,NULL
1422,1373,NULL,"APCL",2.8,"W","J",451,"APCL13_451",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1421,1373,NULL,"APCL",7.7,"O","M",450,"APCL13_450",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1417,1369,NULL,"APCL",3.5,"YR","J",448,"APCL13_448",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1412,1367,NULL,"APCL",3.1,"YR","J",445,"APCL13_445",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2300,1993,NULL,"APCL",4.4,"YR","J",159,"APCL14_159",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1409,1366,NULL,"APCL",2.7,"YR","J",442,"APCL13_442",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1402,1362,NULL,"APCL",2.6,"YR","J",440,"APCL13_440",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6633,6759,NULL,"APCL",4.4,"YR","J",153,"APCL15_153",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2288,1986,NULL,"APCL",5.2,"W","J",155,"APCL14_155",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1394,1359,NULL,"APCL",4.9,"YR","J",435,"APCL13_435",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
475,390,NULL,"APCL",3.8,"W","J",235,"APCL12_235",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
35,18,NULL,"APCL",10,NULL,NULL,12,"APCL12_012",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1372,1340,NULL,"APCL",5.9,"W","J",426,"APCL13_426",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1365,1332,NULL,"APCL",5.1,"W","J",424,"APCL13_424",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1362,1330,NULL,"APCL",3.5,"YR","J",422,"APCL13_422",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1357,1326,NULL,"APCL",7.5,"O","M",419,"APCL13_419",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1356,1326,NULL,"APCL",3.5,"YR","J",418,"APCL13_418",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1343,1314,NULL,"APCL",3.6,"W","J",413,"APCL13_413",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1342,1313,NULL,"APCL",2.6,"YR","J",412,"APCL13_412",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2166,1910,NULL,"APCL",8,"O","M",124,"APCL14_124",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1338,1311,NULL,"APCL",5,"YR","J",410,"APCL13_410",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1334,1302,NULL,"APCL",2.8,"YR","J",409,"APCL13_409",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2153,1904,NULL,"APCL",4.2,"W","J",122,"APCL14_122",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
795,755,NULL,"APCL",6.1,"YR","J",101,"APCL13_101",NULL,NULL,"anems <- anem_old$anem_table_id","MLP",NULL,NULL,NULL,NULL
1327,1288,NULL,"APCL",4.1,"YR","J",404,"APCL13_404",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1325,1286,NULL,"APCL",9.2,"YP","F",402,"APCL13_402",NULL,NULL,"#400 had an all orange tail with a clear trailing edge","MLP",NULL,NULL,NULL,NULL
1323,1286,NULL,"APCL",9,"O","M",400,"APCL13_400",NULL,NULL,"#400 had an all orange tail with a clear trailing edge","MLP",NULL,NULL,NULL,NULL
1321,1282,NULL,"APCL",4.9,"W","J",399,"APCL13_399",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1319,1274,NULL,"APCL",7.8,"O","M",398,"APCL13_398",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1315,1271,NULL,"APCL",3.7,"YR","J",396,"APCL13_396",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
643,660,NULL,"APCL",10.2,"O","M",13,"APCL13_013",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
642,658,NULL,"APCL",10.9,"O","M",12,"APCL13_012",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
641,658,NULL,"APCL",11.7,"O","M",11,"APCL13_011",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1279,1245,NULL,"APCL",2.7,"BW","J",371,"APCL13_371",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1277,1245,NULL,"APCL",7.8,"O","M",369,"APCL13_369",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
636,656,NULL,"APCL",5,"Y","J",10,"APCL13_010",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1265,1241,NULL,"APCL",2.4,"YR","J",364,"APCL13_364",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
633,655,NULL,"APCL",4,NULL,NULL,8,"APCL13_008",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
632,655,NULL,"APCL",7,NULL,NULL,7,"APCL13_007",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1259,1236,NULL,"APCL",3.4,"BW","J",361,"APCL13_361",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1247,1227,NULL,"APCL",3,"YR","J",357,"APCL13_357",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
77,39,NULL,"APCL",8.9,NULL,NULL,34,"APCL12_034",NULL,NULL,NULL,"GS",NULL,NULL,NULL,NULL
1233,1221,NULL,"APCL",9.3,"YP","F",348,"APCL13_348",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
615,646,NULL,"APCL",4.8,"Y","J",2,"APCL13_002",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1217,1211,NULL,"APCL",4,"W","J",336,"APCL13_336",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1213,1209,NULL,"APCL",8.9,"O","M",334,"APCL13_334",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1191,1196,NULL,"APCL",3.9,"YR","J",327,"APCL13_327",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
53,26,NULL,"APCL",9.1,NULL,NULL,5,"APCL12_005",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1167,1180,NULL,"APCL",5,"Y","J",320,"APCL13_320",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
584,632,NULL,"APCL",5.7,"Y","J",283,"APCL12_283",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
418,357,NULL,"APCL",6.3,"Y","J",208,"APCL12_208",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
30,15,NULL,"APCL",8.8,NULL,NULL,9,"APCL12_009",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
573,603,NULL,"APCL",8.8,"O","M",278,"APCL12_278",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
842,780,NULL,"APCL",10.1,"O","M",129,"APCL13_129",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
834,777,NULL,"APCL",4.2,"YR","J",123,"APCL13_123",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1395,1359,NULL,"APCL",9.4,"O","M",436,"APCL13_436",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
790,752,NULL,"APCL",10.1,"O","M",97,"APCL13_097",NULL,NULL,"Changed Col from number 0 to letter O (MRS 7/17/17)","MLP",NULL,NULL,NULL,NULL
1326,1287,NULL,"APCL",3.9,"YR","J",403,"APCL13_403",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2130,1896,NULL,"APCL",5.9,"W","J",119,"APCL14_119",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
784,749,NULL,"APCL",3.5,"YR","J",98,"APCL13_098",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1314,1270,NULL,"APCL",7.6,"O","M",394,"APCL13_394",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1312,1267,NULL,"APCL",4.1,"YR","J",393,"APCL13_393",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1308,1264,NULL,"APCL",5,"W","J",389,"APCL13_389",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
780,748,NULL,"APCL",4.1,"W","J",94,"APCL13_094",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1304,1261,NULL,"APCL",7.4,"O","M",386,"APCL13_386",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
778,747,NULL,"APCL",7,"O","M",92,"APCL13_092",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1302,1260,NULL,"APCL",6.1,"W","J",383,"APCL13_383",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6227,6582,NULL,"APCL",5.6,"Y","J",87,"APCL15_087",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
776,746,NULL,"APCL",10.3,"YP","F",90,"APCL13_090",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
772,744,NULL,"APCL",4.1,"WP","J",86,"APCL13_086",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6143,6537,NULL,"APCL",4.1,"YR","J",66,"APCL15_066",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
255,211,NULL,"APCL",5,NULL,NULL,114,"APCL12_114",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6126,6523,NULL,"APCL",4.7,"YR","J",63,"APCL15_063",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6117,6516,NULL,"APCL",5.8,"W","J",62,"APCL15_062",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6109,6510,NULL,"APCL",4.4,"YR","J",61,"APCL15_061",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6101,6506,NULL,"APCL",4.3,"Y","J",58,"APCL15_058",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6087,6497,NULL,"APCL",5.6,"W","J",56,"APCL15_056",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6085,6496,NULL,"APCL",3.8,"YR","J",55,"APCL15_055",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6083,6493,NULL,"APCL",3.9,"W","J",54,"APCL15_054",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1260,1237,NULL,"APCL",3.8,"YR","J",362,"APCL13_362",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6067,6482,NULL,"APCL",4.7,"YR","J",53,"APCL15_053",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6062,6479,NULL,"APCL",4.1,"YR","J",52,"APCL15_052",NULL,NULL,"didn't catch 7cm fish","MRS",NULL,NULL,NULL,NULL
6053,6471,NULL,"APCL",5.2,"YR","J",48,"APCL15_048",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6046,6466,NULL,"APCL",4.4,"W","J",46,"APCL15_046",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6015,6439,NULL,"APCL",4,"W","J",35,"APCL15_035",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
750,731,NULL,"APCL",9.5,"O","M",80,"APCL13_080",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6014,6438,NULL,"APCL",4.1,"YR","J",34,"APCL15_034",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6003,6430,NULL,"APCL",5.5,"YR","J",31,"APCL15_031",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1242,1225,NULL,"APCL",3.6,"YR","J",353,"APCL13_353",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5997,6427,NULL,"APCL",4,"Y","J",30,"APCL15_030",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5995,6426,NULL,"APCL",3.5,"W","J",29,"APCL15_029",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5983,6418,NULL,"APCL",4.4,"YR","J",27,"APCL15_027",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
746,729,NULL,"APCL",4.8,"YR","J",77,"APCL13_077",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1238,1223,NULL,"APCL",3.6,"YR","J",351,"APCL13_351",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2001,1830,NULL,"APCL",3.8,"YR","J",69,"APCL14_069",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
742,726,NULL,"APCL",6.5,"YR","J",76,"APCL13_076",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
740,724,NULL,"APCL",2.6,"YR","J",74,"APCL13_074",NULL,NULL,"7.8cm fish had slightly orange tail edges: transitional?","MLP",NULL,NULL,NULL,NULL
1226,1217,NULL,"APCL",2.4,"BW","J",345,"APCL13_345",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
736,721,NULL,"APCL",2.9,"YR","J",71,"APCL13_071",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1218,1212,NULL,"APCL",8.9,"O","M",337,"APCL13_337",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5891,6351,NULL,"APCL",5.4,"YR","J",15,"APCL15_015",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5871,6342,NULL,"APCL",4.3,"YR","J",12,"APCL15_012",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5861,6337,NULL,"APCL",5.7,"YR","J",9,"APCL15_009",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5859,6336,NULL,"APCL",4.7,"YR","J",8,"APCL15_008",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
730,717,NULL,"APCL",3.5,"YR","J",68,"APCL13_068",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5839,6324,NULL,"APCL",5,"W","J",4,"APCL15_004",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
728,716,NULL,"APCL",2.5,"YR","J",66,"APCL13_066",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
720,713,NULL,"APCL",10.5,"O","M",63,"APCL13_063",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1047,915,NULL,"APCL",3.2,"Y","J",255,"APCL13_255",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3116,2591,NULL,"APCL",9,"O","M",528,"APCL14_528",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
130,79,NULL,"APCL",10.3,NULL,NULL,58,"APCL12_058",NULL,NULL,"#58 has a blunt tail","MLP","Y","2017-09-28","MRS","There were DNA fin clips labeled 56 and 58 but 56 was written on the data sheet twice and 58 was not written down at all.  Changed fin_id, sample_id and notes to reflect that this sample is 58.  This is based on the fact that it was a larger fish and the extraction contained a higher concentration of DNA than the 56 fin clip.  However, this is a guess."
3110,2587,NULL,"APCL",9.2,"O","M",525,"APCL14_525",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3100,2584,NULL,"APCL",5.3,"W","J",521,"APCL14_521",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3090,2577,NULL,"APCL",3.8,"YR","J",519,"APCL14_519",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8230,7962,NULL,"APCL",4.5,"YR","J",725,"APCL16_725",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
3074,2568,NULL,"APCL",4.6,"Y","J",513,"APCL14_513",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3072,2567,NULL,"APCL",6.9,"Y","J",512,"APCL14_512",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8204,7942,NULL,"APCL",5,"YR","J",708,"APCL16_708",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
3063,2560,NULL,"APCL",3.6,"YR","J",508,"APCL14_508",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8168,7926,NULL,"APCL",4,"YR","J",688,"APCL16_688",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
3055,2553,NULL,"APCL",7.6,"O","M",504,"APCL14_504",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8164,7923,NULL,"APCL",3.5,"W","J",685,"APCL16_685",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
1018,898,NULL,"APCL",9.2,"YP","F",236,"APCL13_236",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3050,2551,NULL,"APCL",4.8,"YR","J",503,"APCL14_503",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3046,2548,NULL,"APCL",3.6,"YR","J",502,"APCL14_502",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3044,2547,NULL,"APCL",3.8,"YR","J",500,"APCL14_500",NULL,NULL,NULL,"MRS","Y","2018-07-13","MRS","Changed size from 8.8 to 3.8 based on datasheet - type-o"
3043,2547,NULL,"APCL",9.9,"O","M",499,"APCL14_499",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
379,325,NULL,"APCL",5.3,"W","J",182,"APCL12_182",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3039,2543,NULL,"APCL",8.6,"O","M",497,"APCL14_497",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8132,7854,NULL,"APCL",4.4,"W","J",657,"APCL16_657",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3038,2543,NULL,"APCL",9.1,"O","M",496,"APCL14_496",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8128,7854,NULL,"APCL",3.6,"YR","J",653,"APCL16_653",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8110,7838,NULL,"APCL",4.8,"YR","J",637,"APCL16_637",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8100,7837,NULL,"APCL",3.8,"YR","J",627,"APCL16_627",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1007,889,NULL,"APCL",4.1,"W","J",232,"APCL13_232",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
8060,7803,NULL,"APCL",4,"YR","J",590,"APCL16_590",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
3002,2518,NULL,"APCL",10.5,"O","M",483,"APCL14_483",NULL,NULL,">12X 3.5 CM OR SMALLER","MRS",NULL,NULL,NULL,NULL
8048,7796,NULL,"APCL",3.9,"YR","J",579,"APCL16_579",NULL,"N","Old tag is unreadable","MRS",NULL,NULL,NULL,NULL
2990,2514,NULL,"APCL",4.4,"YR","J",479,"APCL14_479",NULL,NULL,"AND ALSO A SNAKE, I THINK (actually a goatfish)","MRS",NULL,NULL,NULL,NULL
7986,7760,NULL,"APCL",4,"YR","J",546,"APCL16_546",NULL,"N",NULL,"MRS","Y","2017-08-15","MRS","This sample_id was not on the excel sheet but there was a sample in the vial.  Because the fin is small and the fish was within sampling range, guessing that this is the fish caught between 545 and 547.  Changed id and sample_id from null to 546"
7980,7755,NULL,"APCL",4.3,"YR","J",543,"APCL16_543",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
7974,7747,NULL,"APCL",4.7,"YR","J",478,"APCL16_478",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
7942,7716,NULL,"APCL",3.7,"YR","J",514,"APCL16_514",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7936,7709,NULL,"APCL",4,"W","J",510,"APCL16_510",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
982,868,NULL,"APCL",8.8,"YP","F",210,"APCL13_210",NULL,NULL,"209 may have been sampled already","MLP",NULL,NULL,NULL,NULL
981,868,NULL,"APCL",8.3,"O","M",209,"APCL13_209",NULL,NULL,"209 may have been sampled already","MLP",NULL,NULL,NULL,NULL
7856,7672,NULL,"APCL",4.1,"W","J",454,"APCL16_454",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
7844,7662,NULL,"APCL",3.9,"YR","J",451,"APCL16_451",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
2884,2428,NULL,"APCL",5,"W","J",436,"APCL14_436",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
971,863,NULL,"APCL",3.8,"YR","J",204,"APCL13_204",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
967,861,NULL,"APCL",8.4,"YP","F",200,"APCL13_200",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
964,858,NULL,"APCL",3.3,"YR","J",197,"APCL13_197",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7724,7403,NULL,"APCL",4.3,"YR","J",369,"APCL16_369",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
962,856,NULL,"APCL",5.7,"YR","J",195,"APCL13_195",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7670,7368,NULL,"APCL",4.1,"YR","J",331,"APCL16_331",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
953,852,NULL,"APCL",3.5,"YR","J",189,"APCL13_189",NULL,NULL,"Changed Col from number 0 to letter O (MRS 7/17/17)","MLP",NULL,NULL,NULL,NULL
7628,7342,NULL,"APCL",3.5,"YR","J",305,"APCL16_305",NULL,"N","Unreadable old anemone tag","MRS",NULL,NULL,NULL,NULL
7616,7333,NULL,"APCL",4.9,"YR","J",300,"APCL16_300",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
949,850,NULL,"APCL",3.1,"W","J",185,"APCL13_185",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7488,7213,NULL,"APCL",5,"W","J",231,"APCL16_231",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
7440,7166,NULL,"APCL",4.5,"YR","J",215,"APCL16_215",NULL,"N",NULL,"MLP",NULL,NULL,NULL,NULL
7436,7164,NULL,"APCL",3.6,"YR","J",214,"APCL16_214",NULL,"N",NULL,"MLP",NULL,NULL,NULL,NULL
81,42,NULL,"APCL",9.6,NULL,NULL,38,"APCL12_038",NULL,NULL,NULL,"GS",NULL,NULL,NULL,NULL
6320,6621,NULL,"APCL",4.5,"YR","J",106,"APCL15_106",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2682,2213,NULL,"APCL",5.9,"WR","J",353,"APCL14_353",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2726,2251,NULL,"APCL",5,"W","J",375,"APCL14_375",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7507,7244,NULL,"APCL",4,"YR","J",243,"APCL16_243",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
1144,1122,NULL,"APCL",7.6,"O","M",305,"APCL13_305",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2850,2400,NULL,"APCL",3.7,"YR","J",340,"APCL14_340",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7754,7471,NULL,"APCL",3.6,"YR","J",394,"APCL16_394",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
2639,2191,NULL,"APCL",8,"O","M",305,"APCL14_305",NULL,NULL,"no extract because unsure of where fin clip placed in extraction plate","MRS",NULL,NULL,NULL,NULL
2919,2455,NULL,"APCL",4.3,"W","J",489,"APCL14_489",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2923,2459,NULL,"APCL",5.8,"W","J",490,"APCL14_490",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7903,7689,NULL,"APCL",4.9,"YR","J",494,"APCL16_494",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
5850,6331,NULL,"APCL",4.2,"YR","J",5,"APCL15_005",NULL,NULL,"UPON CLOSER INSPECTION, THIS ANEMONE MIGHT NOT BE HEAR, NOT SO MUCH BEADED AS STRIPED HORIZONTALLY","MRS",NULL,NULL,NULL,NULL
731,717,NULL,"APCL",2.9,"YR","J",69,"APCL13_069",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2955,2495,NULL,"APCL",5.7,"YR","J",463,"APCL14_463",NULL,NULL,"DIDN'T CATCH SMALLER FISH","MRS",NULL,NULL,NULL,NULL
2970,2505,NULL,"APCL",5.6,"YR","J",466,"APCL14_466",NULL,NULL,"AnemID was marked as \"?\". It was a very busy dive and Michelle missed what number it was. Col1 was marked as \"R\" originally.","MRS",NULL,NULL,NULL,NULL
741,724,NULL,"APCL",4,"YR","J",75,"APCL13_075",NULL,NULL,"7.8cm fish had slightly orange tail edges: transitional?","MLP",NULL,NULL,NULL,NULL
19,10,NULL,"APCL",7.6,NULL,NULL,6,"APCL12_006",NULL,NULL,"#6 and #8 may be swapped. Not sure if I misread the number. However, size of fin clips suggest this is #6.","MLP",NULL,NULL,NULL,NULL
6997,6905,NULL,"APCL",4.2,"YR","J",71,"APCL16_071",NULL,NULL,"Fish sizes based on Michelle's notes when she saw it first (10,10,7,5,3) and the fish we caught there (10.2, 9.6, 5.8, 4.2).","MRS",NULL,NULL,NULL,NULL
5992,6424,NULL,"APCL",4.9,"W","J",28,"APCL15_028",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
940,841,NULL,"APCL",10.7,"YP","F",177,"APCL13_177",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
942,843,NULL,"APCL",7,"Y","J",179,"APCL13_179",NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7043,6927,NULL,"APCL",3.5,"W","J",84,"APCL16_084",NULL,NULL,"Anemone was pulled in","MRS",NULL,NULL,NULL,NULL
6048,6467,NULL,"APCL",4,"W","J",47,"APCL15_047",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3032,2540,NULL,"APCL",8,"O","M",493,"APCL14_493",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
3042,2545,NULL,"APCL",9.3,"O","M",498,"APCL14_498",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7135,6984,NULL,"APCL",4.7,"YR","J",108,"APCL16_108",NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7186,7011,NULL,"APCL",4.3,"YR","J",120,"APCL16_120",NULL,"N",NULL,"MRS",NULL,NULL,NULL,NULL
